bioguide_id,full_name,birthyear,image,office_address,phone,website,fec_id,bioname,chamber,left_right_ideology,party_code,state_abbrev,district_code,icpsr,party
R000599,Raul Ruiz,1972.0,https://www.congress.gov/img/member/66e1aec832c796cea99fe06f_200.jpg,"2342 Rayburn House Office Building, Washington, DC 20515",(202) 225-5330,https://ruiz.house.gov,H2CA36439,"RUIZ, Raul",House,-0.26,100,CA,25,21311,Democrat
R000600,Aumua Amata Coleman Radewagen,1947.0,https://www.congress.gov/img/member/r000600_200.jpg,"2001 Rayburn House Office Building, Washington, DC 20510",(202) 225-8577,https://radewagen.house.gov,,"RADEWAGEN, Aumua Amata Coleman",House,0.326,200,AS,0,21995,Republican
R000603,David Rouzer,1972.0,https://www.congress.gov/img/member/r000603_200.jpg,"2333 Rayburn House Office Building, Washington, DC 20515",(202) 225-2731,https://rouzer.house.gov/,H2NC07096,"ROUZER, David",House,0.566,200,NC,7,21544,Republican
R000605,Mike Rounds,1954.0,https://www.congress.gov/img/member/r000605_200.jpg,"716 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5842,https://www.rounds.senate.gov,S4SD00049,"ROUNDS, Marion Michael (Mike)",Senate,0.352,200,SD,0,41505,Republican
R000606,Jamie Raskin,1962.0,https://www.congress.gov/img/member/r000606_200.jpg,"2242 Rayburn House Office Building, Washington, DC 20515",(202) 225-5341,https://raskin.house.gov,H6MD08457,"RASKIN, Jamie Ben",House,-0.506,100,MD,8,21741,Democrat
R000608,Jacky Rosen,1957.0,https://www.congress.gov/img/member/r000608_200.jpg,"713 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6244,https://www.rosen.senate.gov,S8NV00156,"ROSEN, Jacklyn Sheryl",Senate,-0.286,100,NV,0,21743,Democrat
R000609,John H. Rutherford,1952.0,https://www.congress.gov/img/member/r000609_200.jpg,"1711 Longworth House Office Building, Washington, DC 20515",(202) 225-2501,https://rutherford.house.gov,H6FL04105,"RUTHERFORD, John Henry",House,0.433,200,FL,5,21744,Republican
R000610,Guy Reschenthaler,1983.0,https://www.congress.gov/img/member/r000610_200.jpg,"2209 Rayburn House Office Building, Washington, DC 20515",(202) 225-2065,https://reschenthaler.house.gov/,H8PA18199,"RESCHENTHALER, Guy",House,0.446,200,PA,14,21956,Republican
R000612,John W. Rose,1965.0,https://www.congress.gov/img/member/r000612_200.jpg,"2238 Rayburn House Office Building, Washington, DC 20515",(202) 225-4231,https://johnrose.house.gov/,H8TN06094,"ROSE, John",House,0.665,200,TN,6,21959,Republican
R000614,Chip Roy,1972.0,https://www.congress.gov/img/member/r000614_200.jpg,"103 Cannon House Office Building, Washington, DC 20515",(202) 225-4236,https://roy.house.gov,H8TX21307,"ROY, Charles",House,0.8,200,TX,21,21961,Republican
R000617,Delia C. Ramirez,1983.0,https://www.congress.gov/img/member/684c2356333714e4aee2e1fd_200.jpg,"1523 Longworth House Office Building, Washington, DC 20515",(202) 225-5701,https://ramirez.house.gov,H2IL03162,"RAMIREZ, Delia",House,-0.496,100,IL,3,22360,Democrat
R000618,Pete Ricketts,1964.0,https://www.congress.gov/img/member/r000618_200.jpg,"139 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4224,https://www.ricketts.senate.gov,S6NE00129,"RICKETTS, John Peter (Pete)",Senate,0.437,200,NE,0,42302,Republican
R000619,Michael A. Rulli,1969.0,https://www.congress.gov/img/member/668e9425658443009a697c95_200.jpg,"421 Cannon House Office Building, Washington, DC 20515",(202) 225-5705,https://rulli.house.gov,H4OH06165,"RULLI, Michael A.",House,0.406,200,OH,6,22379,Republican
R000620,Luz M. Rivas,1974.0,https://www.congress.gov/img/member/67745d860b34857ecc90916d_200.jpg,"1319 Longworth House Office Building, Washington, DC 20515",(202) 225-6131,https://rivas.house.gov/,H4CA29141,"RIVAS, Luz M.",House,-0.49,100,CA,29,22550,Democrat
R000621,Emily Randall,1985.0,https://www.congress.gov/img/member/67745dcf0b34857ecc909173_200.jpg,"1531 Longworth House Office Building, Washington, DC 20515",(202) 225-5916,https://randall.house.gov/,H4WA06117,"RANDALL, Emily",House,-0.685,100,WA,6,22548,Democrat
R000622,Josh Riley,1981.0,https://www.congress.gov/img/member/67745e360b34857ecc909179_200.jpg,"128 Cannon House Office Building, Washington, DC 20515",(202) 225-5441,https://riley.house.gov/,H8NY22177,"RILEY, Josh",House,-0.2,100,NY,19,22549,Democrat
S000033,Bernard Sanders,1941.0,https://www.congress.gov/img/member/s000033_200.jpg,"332 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5141,https://www.sanders.senate.gov/,S4VT00033,"SANDERS, Bernard",Senate,-0.544,328,VT,0,29147,Independent
S000148,Charles E. Schumer,1950.0,https://www.congress.gov/img/member/s000148_200.jpg,"322 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6542,https://www.schumer.senate.gov/,S8NY00082,"SCHUMER, Charles Ellis (Chuck)",Senate,-0.354,100,NY,0,14858,Democrat
S000168,Maria Elvira Salazar,1961.0,https://www.congress.gov/img/member/s000168_200.jpg,"2162 Rayburn House Office Building, Washington, DC 20515",(202) 225-3931,https://salazar.house.gov,H8FL27185,"SALAZAR, Maria Elvira",House,0.276,200,FL,27,22150,Republican
S000185,"Robert C. ""Bobby"" Scott",1947.0,https://www.congress.gov/img/member/s000185_200.jpg,"2328 Rayburn House Office Building, Washington, DC 20515",(202) 225-8351,https://bobbyscott.house.gov,H6VA01117,"SCOTT, Robert C.",House,-0.45,100,VA,3,39307,Democrat
S000250,Pete Sessions,1955.0,https://www.congress.gov/img/member/115_rp_tx_32_sessions_pete_200.jpg,"2204 Rayburn House Office Building, Washington, DC 20515",(202) 225-6105,https://sessions.house.gov,H2TX03126,"SESSIONS, Pete",House,0.584,200,TX,17,29759,Republican
S000344,Brad Sherman,1954.0,https://www.congress.gov/img/member/s000344_200.jpg,"2365 Rayburn House Office Building, Washington, DC 20515",(202) 225-5911,https://sherman.house.gov,H6CA24113,"SHERMAN, Brad",House,-0.344,100,CA,32,29707,Democrat
S000510,Adam Smith,1965.0,https://www.congress.gov/img/member/116_rp_wa_9_smith_adam_200.jpg,"2264 Rayburn House Office Building, Washington, DC 20515",(202) 225-8901,https://adamsmith.house.gov/,H6WA09025,"SMITH, Adam",House,-0.291,100,WA,9,29768,Democrat
S000522,Christopher H. Smith,1953.0,https://www.congress.gov/img/member/s000522_200.jpg,"2373 Rayburn House Office Building, Washington, DC 20515",(202) 225-3765,https://chrissmith.house.gov/,H8NJ04014,"SMITH, Christopher Henry",House,0.182,200,NJ,4,14863,Republican
S000929,Victoria Spartz,1978.0,https://www.congress.gov/img/member/s000929_200.jpg,"1609 Longworth House Office Building, Washington, DC 20515",(202) 225-2276,https://spartz.house.gov,H0IN05326,"SPARTZ, Victoria",House,0.486,200,IN,5,22151,Republican
S001145,Janice D. Schakowsky,1944.0,https://www.congress.gov/img/member/116_rp_il_9_schakowsky_janice_200.jpg,"2408 Rayburn House Office Building, Washington, DC 20515",(202) 225-2111,https://schakowsky.house.gov,H8IL09067,"SCHAKOWSKY, Janice D.",House,-0.602,100,IL,9,29911,Democrat
S001148,Michael K. Simpson,1950.0,https://www.congress.gov/img/member/678152c81f9ad6ea6fb1eb7f_200.jpg,"2084 Rayburn House Office Building, Washington, DC 20515",(202) 225-5531,https://simpson.house.gov,H8ID02064,"SIMPSON, Michael K.",House,0.296,200,ID,2,29910,Republican
S001150,Adam B. Schiff,1960.0,https://www.congress.gov/img/member/677d870dfdb6cf36bbb649b3_200.jpg,"112 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-3841,https://www.schiff.senate.gov,S4CA00555,"SCHIFF, Adam",Senate,-0.353,100,CA,0,20104,Democrat
S001156,Linda T. Sánchez,1969.0,https://www.congress.gov/img/member/116_rp_ca_38_snchez_linda_200.jpg,"2309 Rayburn House Office Building, Washington, DC 20515",(202) 225-6676,https://lindasanchez.house.gov/,H2CA39078,"SÁNCHEZ, Linda T.",House,-0.508,100,CA,38,20310,Democrat
S001157,David Scott,1945.0,https://www.congress.gov/img/member/116_rp_ga_13_scott_david_200.jpg,"468 Cannon House Office Building, Washington, DC 20515",(202) 225-2939,https://davidscott.house.gov/,H2GA13012,"SCOTT, David",House,-0.304,100,GA,13,20321,Democrat
S001159,Marilyn Strickland,1962.0,https://www.congress.gov/img/member/s001159_200.jpg,"1724 Longworth House Office Building, Washington, DC 20515",(202) 225-9740,https://strickland.house.gov,H0WA10034,"STRICKLAND, Marilyn",House,-0.453,100,WA,10,22153,Democrat
S001172,Adrian Smith,1970.0,https://www.congress.gov/img/member/s001172_200.jpg,"502 Cannon House Office Building, Washington, DC 20515",(202) 225-6435,https://adriansmith.house.gov/,H6NE03115,"SMITH, Adrian",House,0.51,200,NE,3,20729,Republican
S001176,Steve Scalise,1965.0,https://www.congress.gov/img/member/s001176_200.jpg,"266 Cannon House Office Building, Washington, DC 20515",(202) 225-3015,https://scalise.house.gov/,H0LA01087,"SCALISE, Steve",House,0.559,200,LA,1,20759,Republican
S001181,Jeanne Shaheen,1947.0,https://www.congress.gov/img/member/s001181_200.jpg,"506 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2841,https://www.shaheen.senate.gov,S0NH00219,"SHAHEEN, Jeanne",Senate,-0.224,100,NH,0,40906,Democrat
S001183,David Schweikert,1962.0,https://www.congress.gov/img/member/s001183_200.jpg,"166 Cannon House Office Building, Washington, DC 20515",(202) 225-2190,https://schweikert.house.gov/,H4AZ06045,"SCHWEIKERT, David",House,0.553,200,AZ,1,21105,Republican
S001184,Tim Scott,1965.0,https://www.congress.gov/img/member/s001184_200.jpg,"104 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6121,https://www.scott.senate.gov/,S4SC00240,"SCOTT, Tim",Senate,0.629,200,SC,0,21173,Republican
S001185,Terri A. Sewell,1965.0,https://www.congress.gov/img/member/s001185_200.jpg,"1035 Longworth House Office Building, Washington, DC 20515",(202) 225-2665,https://sewell.house.gov/,H0AL07086,"SEWELL, Terri",House,-0.401,100,AL,7,21102,Democrat
S001188,Marlin A. Stutzman,1976.0,https://www.congress.gov/img/member/67745e7e0b34857ecc90917f_200.jpg,"404 Cannon House Office Building, Washington, DC 20515",(202) 225-4436,https://stutzman.house.gov/,H2IN02303,"STUTZMAN, Marlin",House,0.722,200,IN,3,21100,Republican
S001189,Austin Scott,1969.0,https://www.congress.gov/img/member/s001189_200.jpg,"2185 Rayburn House Office Building, Washington, DC 20515",(202) 225-6531,https://austinscott.house.gov/,H0GA08099,"SCOTT, Austin",House,0.539,200,GA,8,21123,Republican
S001190,Bradley Scott Schneider,1961.0,https://www.congress.gov/img/member/s001190_200.jpg,"300 Cannon House Office Building, Washington, DC 20515",(202) 225-4835,https://schneider.house.gov,H2IL10068,"SCHNEIDER, Brad",House,-0.195,100,IL,10,21326,Democrat
S001193,Eric Swalwell,1980.0,https://www.congress.gov/img/member/s001193_200.jpg,"174 Cannon House Office Building, Washington, DC 20515",(202) 225-5065,https://swalwell.house.gov,H2CA15094,"SWALWELL, Eric",House,-0.355,100,CA,14,21306,Democrat
S001194,Brian Schatz,1972.0,https://www.congress.gov/img/member/s001194_200.jpg,"722 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3934,https://www.schatz.senate.gov,S4HI00136,"SCHATZ, Brian Emanuel",Senate,-0.447,100,HI,0,41112,Democrat
S001195,Jason Smith,1980.0,https://www.congress.gov/img/member/s001195_200.jpg,"1011 Longworth House Office Building, Washington, DC 20515",(202) 225-4404,https://jasonsmith.house.gov,H4MO08162,"SMITH, Jason",House,0.577,200,MO,8,21373,Republican
S001196,Elise M. Stefanik,1984.0,https://www.congress.gov/img/member/s001196_200.jpg,"2211 Rayburn House Office Building, Washington, DC 20515",(202) 225-4611,https://stefanik.house.gov/,H4NY21079,"STEFANIK, Elise M",House,0.306,200,NY,21,21541,Republican
S001198,Dan Sullivan,1964.0,https://www.congress.gov/img/member/s001198_200.jpg,"706 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3004,https://www.sullivan.senate.gov,S4AK00214,"SULLIVAN, Daniel Scott",Senate,0.476,200,AK,0,41500,Republican
S001199,Lloyd Smucker,1964.0,https://www.congress.gov/img/member/s001199_200.jpg,"302 Cannon House Office Building, Washington, DC 20515",(202) 225-2411,https://smucker.house.gov/,H6PA16320,"SMUCKER, Lloyd K.",House,0.454,200,PA,11,21745,Republican
S001200,Darren Soto,1978.0,https://www.congress.gov/img/member/115_rp_fl_9_soto_darren_200.jpg,"2353 Rayburn House Office Building, Washington, DC 20515",(202) 225-9889,https://soto.house.gov,H6FL09179,"SOTO, Darren Michael",House,-0.347,100,FL,9,21746,Democrat
S001201,Thomas R. Suozzi,1962.0,https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg,"203 Cannon House Office Building, Washington, DC 20515",(202) 225-3335,https://suozzi.house.gov,H6NY03247,"SUOZZI, Thomas",House,-0.214,100,NY,3,21747,Democrat
S001203,Tina Smith,1958.0,https://www.congress.gov/img/member/s001203_200.jpg,"720 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5641,https://www.smith.senate.gov,S8MN00578,"SMITH, Tina",Senate,-0.406,100,MN,0,41706,Democrat
S001205,Mary Gay Scanlon,1959.0,https://www.congress.gov/img/member/116_rp_pa_5_scanlon_mary_200.jpg,"1214 Longworth House Office Building, Washington, DC 20515",(202) 225-2011,https://scanlon.house.gov/,H8PA07200,"SCANLON, Mary Gay",House,-0.451,100,PA,5,21762,Democrat
S001207,Mikie Sherrill,1972.0,https://www.congress.gov/img/member/s001207_200.jpg,"1427 Longworth House Office Building, Washington, DC 20515",(202) 225-5034,https://sherrill.house.gov/,H8NJ11142,"SHERRILL, Mikie",House,-0.234,100,NJ,11,21964,Democrat
S001208,Elissa Slotkin,1976.0,https://www.congress.gov/img/member/s001208_200.jpg,"291 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4822,https://www.slotkin.senate.gov/,S4MI00470,"SLOTKIN, Elissa",Senate,-0.35,100,MI,0,21965,Democrat
S001211,Greg Stanton,1970.0,https://www.congress.gov/img/member/s001211_200.jpg,"207 Cannon House Office Building, Washington, DC 20515",(202) 225-9888,https://stanton.house.gov/,H8AZ09040,"STANTON, Greg",House,-0.276,100,AZ,4,21968,Democrat
S001212,Pete Stauber,1966.0,https://www.congress.gov/img/member/s001212_200.jpg,"145 Cannon House Office Building, Washington, DC 20515",(202) 225-6211,https://stauber.house.gov,H8MN08043,"STAUBER, Peter",House,0.385,200,MN,8,21969,Republican
S001213,Bryan Steil,1981.0,https://www.congress.gov/img/member/s001213_200.jpg,"1526 Longworth House Office Building, Washington, DC 20515",(202) 225-3031,https://steil.house.gov,H8WI01156,"STEIL, Bryan",House,0.418,200,WI,1,21970,Republican
S001214,W. Gregory Steube,1978.0,https://www.congress.gov/img/member/s001214_200.jpg,"2457 Rayburn House Office Building, Washington, DC 20515",(202) 225-5792,https://steube.house.gov/,H8FL17053,"STEUBE, William",House,0.693,200,FL,17,21971,Republican
S001215,Haley M. Stevens,1983.0,https://www.congress.gov/img/member/s001215_200.jpg,"2411 Rayburn House Office Building, Washington, DC 20515",(202) 225-8171,https://stevens.house.gov/,H8MI11254,"STEVENS, Haley",House,-0.389,100,MI,11,21972,Democrat
S001216,Kim Schrier,1968.0,https://www.congress.gov/img/member/s001216_200.jpg,"1110 Longworth House Office Building, Washington, DC 20515",(202) 225-7761,https://schrier.house.gov,H8WA08189,"SCHRIER, Kim",House,-0.281,100,WA,8,21962,Democrat
S001217,Rick Scott,1952.0,https://www.congress.gov/img/member/s001217_200.jpg,"110 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5274,https://www.rickscott.senate.gov/,S4FL00082,"SCOTT, Richard Lynn (Rick)",Senate,0.717,200,FL,0,41903,Republican
S001218,Melanie A. Stansbury,1979.0,https://www.congress.gov/img/member/s001218_200.jpg,"1421 Longworth House Office Building, Washington, DC 20515",(202) 225-6316,https://stansbury.house.gov/,H2NM01144,"STANSBURY, Melanie Ann",House,-0.45,100,NM,1,22159,Democrat
S001220,Dale W. Strong,1970.0,https://www.congress.gov/img/member/s001220_200.jpg,"449 Cannon House Office Building, Washington, DC 20515",(202) 225-4801,https://strong.house.gov,H2AL05102,"STRONG, Dale",House,0.606,200,AL,5,22366,Republican
S001221,Hillary J. Scholten,1982.0,https://www.congress.gov/img/member/s001221_200.jpg,"1317 Longworth House Office Building, Washington, DC 20515",(202) 225-3831,https://scholten.house.gov,H0MI03316,"SCHOLTEN, Hillary",House,-0.254,100,MI,3,22363,Democrat
S001223,Emilia Strong Sykes,1986.0,https://www.congress.gov/img/member/s001223_200.jpg,"1217 Longworth House Office Building, Washington, DC 20515",(202) 225-6265,https://sykes.house.gov,H2OH13264,"SYKES, Emilia",House,-0.32,100,OH,13,22367,Democrat
S001224,Keith Self,1953.0,https://www.congress.gov/img/member/s001224_200.jpg,"1030 Longworth House Office Building, Washington, DC 20515",(202) 225-4201,https://keithself.house.gov,H2TX03290,"SELF, Keith",House,0.84,200,TX,3,22364,Republican
S001225,Eric Sorensen,1976.0,https://www.congress.gov/img/member/s001225_200.jpg,"1314 Longworth House Office Building, Washington, DC 20515",(202) 225-5905,https://sorensen.house.gov,H2IL17147,"SORENSEN, Eric",House,-0.246,100,IL,17,22365,Democrat
S001226,Andrea Salinas,1969.0,https://www.congress.gov/img/member/s001226_200.jpg,"403 Cannon House Office Building, Washington, DC 20515",(202) 225-5643,https://salinas.house.gov,H2OR06066,"SALINAS, Andrea",House,-0.22,100,OR,6,22361,Democrat
S001227,Eric Schmitt,1975.0,https://www.congress.gov/img/member/b66a0806e77f63e862391b15a0b1f753_200.jpg,"404 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5721,https://www.schmitt.senate.gov/,S2MO00544,"SCHMITT, Eric Stephen",Senate,0.917,200,MO,0,42303,Republican
S001228,Derek Schmidt,1968.0,https://www.congress.gov/img/member/67745ec50b34857ecc909185_200.jpg,"1223 Longworth House Office Building, Washington, DC 20515",(202) 225-6601,https://schmidt.house.gov/,H4KS02164,"SCHMIDT, Derek",House,0.822,200,KS,2,22551,Republican
S001229,Jefferson Shreve,1965.0,https://www.congress.gov/img/member/67745f0e0b34857ecc90918b_200.jpg,"224 Cannon House Office Building, Washington, DC 20515",(202) 225-3021,https://shreve.house.gov/,H4IN06185,"SHREVE, Jefferson",House,0.454,200,IN,6,22552,Republican
S001230,Suhas Subramanyam,1986.0,https://www.congress.gov/img/member/6797be8bc75fbc6f720e476a_200.jpg,"1009 Longworth House Office Building, Washington, DC 20515",(202) 225-5136,https://subramanyam.house.gov/,H4VA10279,"SUBRAMANYAM, Suhas",House,-0.301,100,VA,10,22554,Democrat
S001231,Lateefah Simon,1977.0,https://www.congress.gov/img/member/67745f940b34857ecc909197_200.jpg,"1023 Longworth House Office Building, Washington, DC 20515",(202) 225-2661,https://simon.house.gov/,H4CA12154,"SIMON, Lateefah",House,-0.937,100,CA,12,22553,Democrat
S001232,Tim Sheehy,1985.0,https://www.congress.gov/img/member/677d8231fdb6cf36bbb6498b_200.jpg,"124 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2644,https://www.sheehy.senate.gov/,S4MT00183,"SHEEHY, Timothy Patrick",Senate,0.673,200,MT,0,42503,Republican
T000165,Thomas P. Tiffany,1957.0,https://www.congress.gov/img/member/t000165_200.jpg,"451 Cannon House Office Building, Washington, DC 20515",(202) 225-3365,https://tiffany.house.gov/,H0WI07101,"TIFFANY, Thomas P.",House,0.639,200,WI,7,21989,Republican
T000193,Bennie G. Thompson,1948.0,https://www.congress.gov/img/member/t000193_200.jpg,"2466 Rayburn House Office Building, Washington, DC 20515",(202) 225-5876,https://benniethompson.house.gov/,H4MS02068,"THOMPSON, Bennie",House,-0.519,100,MS,2,29368,Democrat
T000250,John Thune,1961.0,https://www.congress.gov/img/member/t000250_200.jpg,"511 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-2321,https://www.thune.senate.gov/,S2SD00068,"THUNE, John",Senate,0.432,200,SD,0,29754,Republican
T000278,Tommy Tuberville,1954.0,https://www.congress.gov/img/member/t000278_200.jpg,"455 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4124,https://www.tuberville.senate.gov,S0AL00230,"TUBERVILLE, Thomas Hawley (Tommy)",Senate,0.936,200,AL,0,42102,Republican
T000460,Mike Thompson,1951.0,https://www.congress.gov/img/member/116_rp_ca_5_thompson_mike_200.jpg,"268 Cannon House Office Building, Washington, DC 20515",(202) 225-3311,https://mikethompson.house.gov/,H8CA01109,"THOMPSON, Michael",House,-0.392,100,CA,4,29901,Democrat
T000463,Michael R. Turner,1960.0,https://www.congress.gov/img/member/68014c674e51529406f18e56_200.jpg,"2183 Rayburn House Office Building, Washington, DC 20515",(202) 225-6465,https://turner.house.gov/,H2OH03067,"TURNER, Michael R.",House,0.265,200,OH,10,20342,Republican
T000467,Glenn Thompson,1959.0,https://www.congress.gov/img/member/115_rp_pa_5_thompson_glenn_200.jpg,"400 Cannon House Office Building, Washington, DC 20515",(202) 225-5121,https://thompson.house.gov,H8PA05071,"THOMPSON, Glenn",House,0.335,200,PA,15,20946,Republican
T000468,Dina Titus,1950.0,https://www.congress.gov/img/member/6809296b6c2e6631263de728_200.jpg,"2370 Rayburn House Office Building, Washington, DC 20515",(202) 225-5965,https://titus.house.gov/,H8NV03036,"TITUS, Alice (Dina)",House,-0.297,100,NV,1,20927,Democrat
T000469,Paul Tonko,1949.0,https://www.congress.gov/img/member/t000469_200.jpg,"2269 Rayburn House Office Building, Washington, DC 20515",(202) 225-5076,https://tonko.house.gov/,H8NY21203,"TONKO, Paul",House,-0.416,100,NY,20,20934,Democrat
T000472,Mark Takano,1960.0,https://www.congress.gov/img/member/t000472_200.jpg,"2078 Rayburn House Office Building, Washington, DC 20515",(202) 225-2305,https://takano.house.gov,H2CA43245,"TAKANO, Mark",House,-0.457,100,CA,39,21312,Democrat
T000474,Norma J. Torres,1965.0,https://www.congress.gov/img/member/t000474_200.jpg,"2227 Rayburn House Office Building, Washington, DC 20515",(202) 225-6161,https://torres.house.gov/,H4CA35031,"TORRES, Norma Judith",House,-0.367,100,CA,35,21508,Democrat
T000476,Thom Tillis,1960.0,https://www.congress.gov/img/member/t000476_200.jpg,"113 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-6342,https://www.tillis.senate.gov,S4NC00162,"TILLIS, Thomas Roland (Thom)",Senate,0.389,200,NC,0,41504,Republican
T000478,Claudia Tenney,1961.0,https://www.congress.gov/img/member/t000478_200.jpg,"2230 Rayburn House Office Building, Washington, DC 20515",(202) 225-3665,https://tenney.house.gov/,H4NY22051,"TENNEY, Claudia",House,0.464,200,NY,24,21749,Republican
T000480,William R. Timmons IV,1984.0,https://www.congress.gov/img/member/t000480_200.jpg,"267 Cannon House Office Building, Washington, DC 20515",(202) 225-6030,https://timmons.house.gov/,H8SC04250,"TIMMONS, William",House,0.599,200,SC,4,21974,Republican
T000481,Rashida Tlaib,1976.0,https://www.congress.gov/img/member/t000481_200.jpg,"2438 Rayburn House Office Building, Washington, DC 20515",(202) 225-5126,https://tlaib.house.gov/,H8MI13250,"TLAIB, Rashida",House,-0.29,100,MI,12,21975,Democrat
T000482,Lori Trahan,1973.0,https://www.congress.gov/img/member/t000482_200.jpg,"2233 Rayburn House Office Building, Washington, DC 20515",(202) 225-3411,https://trahan.house.gov,H8MA03106,"TRAHAN, Lori",House,-0.417,100,MA,3,21977,Democrat
T000486,Ritchie Torres,1988.0,https://www.congress.gov/img/member/t000486_200.jpg,"1414 Longworth House Office Building, Washington, DC 20515",(202) 225-4361,https://ritchietorres.house.gov,H0NY15160,"TORRES, Ritchie",House,-0.309,100,NY,15,22154,Democrat
T000487,Jill N. Tokuda,1976.0,https://www.congress.gov/img/member/t000487_200.jpg,"1027 Longworth House Office Building, Washington, DC 20515",(202) 225-4906,https://tokuda.house.gov,H2HI02581,"TOKUDA, Jill",House,-0.471,100,HI,2,22369,Democrat
T000488,Shri Thanedar,1955.0,https://www.congress.gov/img/member/68122bf2246d1b6bd8d9f6a2_200.jpg,"154 Cannon House Office Building, Washington, DC 20515",(202) 225-5802,https://thanedar.house.gov,H2MI13204,"THANEDAR, Shri",House,-0.354,100,MI,13,22368,Democrat
T000489,Sylvester Turner,1954.0,https://www.congress.gov/img/member/67745fdc0b34857ecc90919d_200.jpg,,,,H6TX18224,"TURNER, Sylvester",House,-0.746,100,TX,18,22557,Democrat
T000490,David J. Taylor,1969.0,https://www.congress.gov/img/member/677460190b34857ecc9091a3_200.jpg,"325 Cannon House Office Building, Washington, DC 20515",(202) 225-3164,https://taylor.house.gov/,H4OH02248,"TAYLOR, David J.",House,0.69,200,OH,2,22555,Republican
T000491,Derek Tran,1982.0,https://www.congress.gov/img/member/6774606d0b34857ecc9091a9_200.jpg,"1127 Longworth House Office Building, Washington, DC 20515",(202) 225-2415,https://tran.house.gov/,H4CA45170,"TRAN, Derek",House,-0.238,100,CA,45,22556,Democrat
U000040,Lauren Underwood,1986.0,https://www.congress.gov/img/member/u000040_200.jpg,"2228 Rayburn House Office Building, Washington, DC 20515",(202) 225-2976,https://underwood.house.gov/,H8IL14174,"UNDERWOOD, Lauren",House,-0.598,100,IL,14,21979,Democrat
V000081,Nydia M. Velázquez,1953.0,https://www.congress.gov/img/member/v000081_200.jpg,"2302 Rayburn House Office Building, Washington, DC 20515",(202) 225-2361,https://velazquez.house.gov,H2NY00010,"VELÁZQUEZ, Nydia M.",House,-0.547,100,NY,7,29378,Democrat
V000128,Chris Van Hollen,1959.0,https://www.congress.gov/img/member/v000128_200.jpg,"730 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4654,https://www.vanhollen.senate.gov,S6MD03441,"VAN HOLLEN, Christopher",Senate,-0.397,100,MD,0,20330,Democrat
V000129,David G. Valadao,1977.0,https://www.congress.gov/img/member/v000129_200.jpg,"2465 Rayburn House Office Building, Washington, DC 20515",(202) 225-4695,https://valadao.house.gov,H2CA20094,"VALADAO, David G.",House,0.257,200,CA,22,21307,Republican
V000130,Juan Vargas,1961.0,https://www.congress.gov/img/member/v000130_200.jpg,"2467 Rayburn House Office Building, Washington, DC 20515",(202) 225-8045,https://vargas.house.gov,H2CA50026,"VARGAS, Juan",House,-0.397,100,CA,52,21314,Democrat
V000131,Marc A. Veasey,1971.0,https://www.congress.gov/img/member/v000131_200.jpg,"2186 Rayburn House Office Building, Washington, DC 20515",(202) 225-9897,https://veasey.house.gov,H2TX33073,"VEASEY, Marc",House,-0.407,100,TX,33,21365,Democrat
V000133,Jefferson Van Drew,1953.0,https://www.congress.gov/img/member/67c0c39d53fe81a4b3c0cac1_200.jpg,"2447 Rayburn House Office Building, Washington, DC 20515",(202) 225-6572,https://vandrew.house.gov,H8NJ02166,"VAN DREW, Jefferson",House,0.382,200,NJ,2,91980,Republican
V000134,Beth Van Duyne,1970.0,https://www.congress.gov/img/member/677461060b34857ecc9091af_200.jpg,"1725 Longworth House Office Building, Washington, DC 20515",(202) 225-6605,https://vanduyne.house.gov,H0TX24209,"VAN DUYNE, Beth",House,0.604,200,TX,24,22155,Republican
V000135,Derrick Van Orden,1969.0,https://www.congress.gov/img/member/v000135_200.jpg,"1513 Longworth House Office Building, Washington, DC 20515",(202) 225-5506,https://vanorden.house.gov,H0WI03175,"VAN ORDEN, Derrick",House,0.38,200,WI,3,22370,Republican
