,actiondate,actiondesc,currentchamber,currentchambercode,lastsummaryupdatedate,text,updatedate,versioncode,bill_number,bill_type
1709,2025-01-16,Introduced in House,House,H,2025-04-09T13:45:33Z,"<p>This bill makes certain changes to the CyberCorps Scholarship for Service program, including increasing available scholarship amounts to cover up to five years of eligible tuition.&nbsp;</p><p>The program offers scholarships to students pursuing higher education in cybersecurity and related fields, including artificial intelligence, quantum computing, and aerospace. Under current law, the scholarship covers up to three years of tuition. Recipients must generally commit to work in cybersecurity for a government agency or institution of higher education following completion of their degree program for a period equivalent to the duration of the scholarship. If a recipient fails to fulfill the postgraduation work requirements, some or all of the scholarship must be repaid or treated as a loan.&nbsp;</p><p>The bill also provides statutory authority for the National Science Foundation to treat as a Federal Direct Unsubsidized Loan the full amount of any scholarship award that is treated as a loan. Under current law, Federal Direct Unsubsidized Loans are subject to certain conditions (e.g., interest rates and repayment schedules) and are eligible for student loan forgiveness under the Public Service Loan Forgiveness program.&nbsp;</p>",2025-04-09T13:49:10Z,0,494,HR
1710,2025-02-24,Introduced in House,House,H,2025-04-09T13:33:05Z,"<p><strong>Accountability in Government Efficiency Act</strong></p><p>This bill requires the Government Accountability Office to report to Congress on the actions undertaken by the Department of Government Efficiency established by Executive Order 14158. The report shall include (1) an analysis of such actions on the long-term financial, public health, and safety interests of the United States; and (2) the extent to which such actions comply with certain laws related to government records maintained on individuals and to&nbsp;ethics in government.</p>",2025-04-09T13:34:25Z,0,1545,HR
1711,2025-02-05,Introduced in House,House,H,2025-04-09T12:55:55Z,"<p><strong>US-Kazakhstan Trade Modernization Act</strong></p><p>This bill addresses trade between the United States and&nbsp;Kazakhstan.&nbsp;</p><p>Specifically, the bill authorizes the President to determine that&nbsp;Section 402 of the Trade Act of 1974 (commonly known as the Jackson-Vanik amendment) does not apply to Kazakhstan. The Jackson-Vanik amendment&nbsp;denies normal trade relations (NTR) status to some current and former&nbsp;nonmarket economy countries unless they comply with certain freedom-of-emigration requirements. Under a provision of this amendment, the President may&nbsp;extend NTR status to a country affected by the amendment by waiving the freedom-of-emigration requirements or determining that the country is not in violation of those requirements, subject to an annual review.&nbsp;Kazakhstan has received temporary NTR status since 1992.</p><p>Additionally, the bill authorizes the President to extend&nbsp;permanent NTR status to  Kazakhstan.</p>",2025-04-09T13:04:33Z,0,1024,HR
1712,2025-03-14,Introduced in Senate,Senate,S,2025-04-09T12:45:08Z,"<p><strong>District of Columbia Local Funds Act, 2025</strong></p><p>This bill appropriates FY2025 local funds to the District of Columbia for programs and activities included in the District's Fiscal Year 2025 Local Budget Act of 2024.&nbsp;</p><p>Under current law, Congress is required to approve the District's annual budget. This bill approves the budget and allows the District to spend local funds for programs and activities that are included in the budget at the rates specified in the budget.&nbsp;</p>",2025-04-09T12:46:27Z,0,1077,S
1713,2025-03-24,Introduced in House,House,H,2025-04-08T21:00:43Z,"<p>This joint resolution nullifies the Environmental Protection Agency final rule titled <em>Review of Final Rule Reclassification of Major Sources as Area Sources Under Section 112 of the Clean Air Act</em> (89 Fed. Reg. 73293) and published on September 10, 2024. Among other elements, the rule requires sources of persistent and bioaccumulative hazardous air pollutants to continue to comply with certain major source emission standards under the Clean Air Act even if the sources reclassify as area sources.</p>",2025-04-08T21:01:06Z,0,79,HJRES
1714,2025-03-11,Introduced in House,House,H,2025-04-02T20:37:50Z,"<p><strong>Medicare Dental, Vision, and Hearing Benefit Act of 2025</strong></p><p>This bill provides for Medicare coverage of dental, vision, and hearing care. Coverage includes (1) routine dental cleanings and exams, basic and major dental services, emergency dental care, and dentures; (2) routine eye exams, eyeglasses, and contact lenses; and (3) routine hearing exams, hearing aids, and exams for hearing aids. With respect to such care, the bill establishes special payment rules, limitations, and coinsurance requirements.</p>",2025-04-08T20:59:19Z,0,2045,HR
1715,2025-02-27,Introduced in House,House,H,2025-04-08T20:58:04Z,"<p><strong>Lactation Spaces for Veteran Moms Act</strong></p> <p>This bill requires the Department of Veterans Affairs to ensure that each of its medical centers contains a hygienic lactation space that is not a bathroom and meets other specifications (e.g., must be easy to locate). </p>",2025-04-08T20:58:29Z,0,1646,HR
1716,2025-03-10,Introduced in House,House,H,2025-04-08T20:32:42Z,"<p><strong>DMEPOS Relief Act of 2025</strong></p><p>This bill extends until December 31, 2025, a higher payment rate (known as the 75/25 blended rate) for durable medical equipment in nonrural or noncontiguous areas under Medicare.</p>",2025-04-08T20:34:11Z,0,2005,HR
1717,2025-03-13,Introduced in Senate,Senate,S,2025-04-08T20:26:04Z,"<p><strong>Physicians for Underserved Areas Act</strong></p><p>This bill modifies how a hospital's residency positions are redistributed after it closes for purposes of graduate medical education payments under Medicare.</p><p>Under current law, if a hospital with an approved medical residency program closes, the Centers for Medicare &amp; Medicaid Services (CMS) must redistribute the hospital's residency positions to other hospitals in the following order: (1) hospitals in the same core-based statistical area as the closed hospital, (2) hospitals in the same state as the closed hospital, (3) hospitals in the same region of the country as the closed hospital, and (4) other remaining hospitals. In order to receive the additional positions, hospitals must demonstrate a likelihood of filling the positions within three years.</p><p>The bill removes the requirement that the CMS prioritize hospitals in the same region of the country as the closed hospital. It also requires hospitals to demonstrate a likelihood of (1) starting to use the positions within two years, and (2) filling the positions within five years.</p>",2025-04-08T20:27:50Z,0,1044,S
1718,2025-02-20,Introduced in Senate,Senate,S,2025-04-08T20:23:00Z,"<p><strong>Supporting Access to Falls Education and Prevention and Strengthening Training Efforts and Promoting Safety Initiatives for Veterans Act of 2025 or the SAFE STEPS for Veterans Act of 2025</strong></p><p>This bill addresses certain mobility and aging care and services provided by the Department of Veterans Affairs (VA).</p><p>First, the bill requires the establishment and operation of the Office of Falls Prevention within the Veterans Health Administration (VHA) for purposes of providing, evaluating, and improving VA health care services related to falls prevention.</p><p>Among other duties, the office must oversee and support a national education campaign for veterans, their families, and health care providers that focuses on reducing falls and increases awareness of available benefits or services provided by the VA to reduce falls.</p><p>The bill also expands membership of the Interagency Coordinating Committee on Healthy Aging and Age-Friendly Communities by including the VA.</p><p>The VA must issue or update directives of the VHA for facilities and providers relating to safe patient handling and mobility policies.</p><p>Additionally, the VA must determine the feasibility and advisability of implementing a pilot program to provide home improvements and structural alterations to prevent falls for veterans who are eligible for such services under VA laws.</p><p>Finally, the bill requires the VA to ensure certain veterans receive a falls risk assessment from a licensed physical therapist or occupational therapist.</p>",2025-04-08T20:23:31Z,0,668,S
